desc,likesCount,commentCount,viewCount,support
i have a dissertation to write but instead spent an hour making this. please don’t let it flop 🙏🏻💙 #bidenharris2020 #election #hamilton #fyp,293500,2037,1000000,1
#boknowsthetruth on #youtube #poitics #fyp #foryoupage #trumptrain2020 #trump2020 #republicanhypehouse #summer2020 #rap #slampoetry #trump #tiktok,32600,1732,140900,0
tree’s done 😇 #kamala #fyp #bidenharris2020,289600,3275,1400000,1
this chip has the ol girl acting like a drag truck! #trumptrain2020 #olblueknocker #7tree #hydrachip #horsepower #wyomingthings #foryoupage,32500,180,213400,0
let's go win this thing. #bidenharris2020 #teamjoe #gotv #bidencoalition #itbelikethat,289500,10200,1300000,1
what needs to happened #trump2020 #expressieyourself #trumptrain2020 #settleforbiden #biden2020 #trumpsquad2020 #trumpsupporters #fyp,32000,1037,132700,0
reply to @kur0miangel google says vote for biden! #votebiden #biden2020 #democrat #election #currentevents #bidenharris2020,284100,2685,1100000,1
i’ve been waiting to do this one so patiently since i saw it! #saveourchildren #trumptrain2020 #maga,31500,1026,161900,0
let’s ✨take him out of existence✨#fyp #biden2020 #bidenharris2020 #trump2020,281700,4483,733400,1
#act #action #scary #trump2020 #trump #trumptrain2020 #redpill #bluestateconservative #trumpsupporter #usa #police #bluelivesmatter #igy6 #gimmelove,30700,303,186600,0
#stitch with @graylauryn1 #dumptrump #biden2020 #bidenharris2020 #fyp,281100,4447,1300000,1
#teacherchallenge#presidenttrump2020#teachthemwhiletheiryoung#trumptrain2020#foryourpage#fyp,30200,2462,208300,0
#vote #gotv #biden2020 #bidenharris2020 #criminalminds #cm #bau #gideon #jasongideon #mgg,280700,10400,911400,1
...wait til the end #trumptrain2020 #trump2020 🇺🇸🇺🇸🇺🇸🇺🇸,30100,336,158600,0
disappointed but not surprised 🤷🏻‍♀️ #bidenharris2020 #dumptrump2020 #biden2020 #byedon2020 #voteblue,279200,5601,1100000,1
#trumpsquad2020 #trump2020 #trumptrain2020 #womenfortrump,30100,2382,176700,0
#letsturntexasblue #biden2020 #biden #bidenharris2020 #blue #bluetexas #votersuppression #vote #voteblue 💙💙,277700,2684,1000000,1
it’s trump for me 🙌🏼🇺🇸 - i respect your opinion no matter who you vote for! #freespeech #fyp #kag #trumptrain2020 #trumptraindontstop #govote2020,29400,46500,343500,0
#fyp #foryoupage #blacklivesmatter #trump #whiteprivilege #biden2020 #bidenharris2020 #debate #racism #comedy #laugh #nov3 #vote #interracialcouple,277500,4963,1300000,1
#trumptrain2020 #trumphouselatrobe #trumpismypresident. #best2hourdrive #maga2020,28900,744,287200,0
well then..😳💙 #zvilley2023 #foryourpage #dumptrump2020 #bidenharris2020 #joebiden2020 #voteblue #votethemout2020 #vote,274200,10100,1800000,1
the day trump rolled into tuscaloosa #trumptrain2020 #rolltide#fyp,28900,427,182100,0
#greenscreensticker #bidenharris2020 #election #vote #america #elenagilbert #jessie #singer #billnye,273600,4022,1200000,1
mmmmmmm. #music #trump #trumptrain2020 #maga #bluelivesmatter #trump2020 #republicangirls #republican #republicanhypehouse #country,28800,801,198100,0
#biden2020 #bidenharris2020  #blm #lgbtq #feminist,272900,5088,912500,1
#trump2020 #donaldtrump #trump #trumptrain2020 #trumptrain #2020 #maga #makeamericagreatagain,28700,464,171700,0
"i have no clue who to vote for on election day, so i took to the streets. #undecidedvoter #trump2020 #bidenharris2020 #trudenpenris",270000,20200,1500000,1
#duet with @sheuplifts #saynotojoe #trump2020 #trumptrain2020 she’s spittin facts!  #momsoftiktok,28700,934,288200,0
for the first time since 1976 !!!!!!! 🌊 🌊 🌊 #bluewave #bluewave2020 #bidenharris2020 #kamalaharris #fyp,267600,6685,1200000,1
#trudenpenris #trump2020 #bidenharris2020 #tooclose #jayrscottyy,264400,3700,2600000,1
#trump2020 #fyp #rep #boatlife #trumprally #trumptrain2020 #fountain #fountainboat,25800,243,197800,0
yuh#maryland #dmv#votehimout #dumptrump #voteblue #bidenharris2020,258400,14500,1500000,1
#trump2020 #alllivesmatter  #bluelivesmatter  #trumptrain2020  #maga2020 #keepamericagreat2020  #fyp #foryoupage #xyzbca,25600,973,130400,0
#vote #voteblue #biden2020 #bidenharris2020 #votetosavedemocracy #weeknd #dance #challenge #weekndchallenge,257900,5087,1100000,1
#trump2020 #trumpsquad2020 #donaldtrump #trumptrain2020 #tumblersoftiktok #glitter #glittertumblers #tumbler #art #etsy #diy #resin,25500,494,122700,0
#@mamaof3andwifeof1 #alltheway #bidenharris2020 #fyp #novemberslam #letthemwatch #sofresh,257800,12600,2500000,1
#trump #trump2020 #trumpsucks #trumpisadisgrace #trumpsquad2020 #donaldtrump #trumptrain #trumptrain2020 #trumpmemes #trumpmeme,25500,910,526900,0
just kidding. #bidenharris2020 💙,257700,1564,1900000,1
#trumpsquad2020 #trumptrain2020  #trumppence2020 #mega #mega2020,25400,1108,163700,0
who should i vote for? #undecidedvoter #trump2020 #bidenharris2020 #lonely,257600,96500,1900000,1
welcome to gaston county mr. president! #trumptrain2020 #4moreyears #redwave2020 #nc #electric,24700,0,300700,0
duplex wars #dallas #biden2020 #trump2020 #biden #bidenharris2020 #bideniguess #trump,257100,3330,1700000,1
lets go!!!! #trump2020 #trumptrain2020 #allaboardthetrumptrain,24600,808,176800,0
#greenscreen #trumpsquad2020 #patriotsfortrump #godscountry #trumptrain2020,24500,1236,104000,0
#joebiden elected #uspresident 48 years to the day he was 1st elected to #ussenate. #beaubiden #bidenharris2020 #election2020 #electionday #fyp #biden,255800,1692,1500000,1
"oh, nancy 🤦‍♀️ #snoozzzapalooza #draintheswamp #summerlooks #republicans2020 #conservativehypehouse #trumptrain2020 #ilovedonaldtrump #liberallunacy",24100,2116,243500,0
who is going to end up winning?#tooclose #trump2020 #bidenharris2020 #trudenpenris,255400,12300,2200000,1
trump2020 #trump2020 #redwave #votered #trumpsquad2020 #trumptrain2020 #trumptrain #election #election2020who,23800,1255,255400,0
lfg #bidenharris2020 #fucktrump #biden #nyc #newyork #timmothèechalamet #timothee #fyp #foryou #neonshadow #myhobby,254700,5043,854000,1
#fyp #trump2020 #presidenttrump #votetrump #trumpsupporter #trumptrain2020 #america #maga,23700,425,259200,0
did we all get biden-ed? #wip #2020election #bidenharris2020 #joebiden #biden2020 #newgirl #newgirlwinston,253200,750,2400000,1
#trump #trump2020 #trumptrain2020 #donaldtrump,23600,979,142700,0
things getting interesting. #signwars #bidenharris2020 #vote2020,252400,1776,798400,1
y’all- #bluewave #bidenharris2020 #left #leftist #progressive #byedon,248700,1123,950500,1
who needs 9-1-1 for a b&e #trumptrain2020 #maga #kag #murica #2ndadmendment #billofrights #foryourpage #trump2020 #fakeimpeachment #donaldtrump,23500,95,94600,0
#pennsylvaniacheck #pa #election #democrats #bidenharris2020 #biden2020 #trump2020 #trump2020,246800,4582,1200000,1
#for_you_page #trump2020 #dirtrace #blowthisupp #lifestyle #flatfootforlife #northdakota #racecarlife #trumptrain2020 #hobbystock #imca,23400,221,147000,0
#biden2020 #biden #bidenharris2020 #florida #sarasota #vote #byedon2020,246200,7735,1000000,1
dam right there is 😜 #wap #whoesinthishouse  #trump2020 #trumpsquad2020 #trumptrain2020 #trumpet #trumptrain #trumpcard #donaldtrump #trumpjr,23400,538,392700,0
#fyp #trump #trump2020maga  #foryou #foryoupage #president #4moreyears  #trumptrain2020 #bluelivesmatter #draintheswamp,23300,1016,107300,0
she meant when trump loses but read my pfp 😁 #unwrapthedeals #blm #trump2020 #bidenharris2020 #presidentialdebate2020 #riots #protest,242900,3480,632200,1
#fyp #trump2020 #washingtondc #electionfraud2020 #trumptrain2020,23200,1641,109300,0
that hit me like a darn bus #biden2020 #bidenharris2020 #coldplay #fyp,241900,2496,920500,1
holy shit #bidenharris2020 #leftist,240400,4513,1100000,1
stay and watch the whole vid🥰#fyp #fypdoesntwork #everyoneiswelcomehere #trump2020 #biden2020 #trumpsquad2020 #trumptrain2020 #4moreyears,23000,1061,67100,0
this is my first ever presidential sign. i’m going to keep it up forever. lol #biden #bidenharris2020 #nope #funny #dumptrump2020,239600,2918,1300000,1
#trump2020 #trump #trumptrain #trumptrain2020 #joebiden #usa #pressbiasisreal #tampa,22400,681,132400,0
#greenscreen #joebiden2020 #bidenharris2020 #trumpsquad2020 #trumpsupporters #bidenjokes #comedy #homecooked #obama2020 #trumptrain2020,22300,656,84200,0
#pop #quiz #vote #beyonce #gotv #biden2020 #bidenharris2020 #challenge #bluewave,237500,2903,1600000,1
so offended...😜 #womenfortrump #fyp #trump #trumptrain2020 #silentmajority #trump2020 #liberals #texan #trumpsquad2020 #biden #cardib #pumpkinseason,22200,2543,151200,0
treat islam like all other religion #bidenharris2020 #islam #muslim #yemen #voteblue #votetrumpout2020 @mabumecca plz duet this plz tag him,236400,8599,2000000,1
#standup #standupcomedy #trumphascovid #democrats #bidenharris2020 #trump #trumpsupporters #liberals #voteblue #comedian  #biden2020 #heckle #heckler,229300,2164,945900,1
trump. 2020. #trumptrain2020 #alm #problemsolved,21900,371,83300,0
"if you fight with your voice and your words , with passion and truth. we will always win. i love you all ! a good day 🖤 #bidenharris2020",226200,3625,1100000,1
#foryoupage #trump2020 #trumptrain2020 #trumptrain #fyp #stpaulminnesota #maga,21700,2267,867200,0
#duet with @lady.logic #trumptrain2020 #careymaestotts #fyp #foryourpage #trumpsupporters,21700,1179,211600,0
#biden2020 #bidenharris2020,226000,3698,819700,1
she never planned for this #savemelania #pleasevote#biden2020 #bidenharris2020 #trump #presidentialdebate#fyp#funny#xyzbca#voteblue#viral,225800,1084,1000000,1
#duet with @1.made.in.usa #fypシ #foryoupage #duet #trumptrain2020 #fightfortrump #republican #werenotdoneyet,21400,602,123400,0
btw i’m part indigenous #trump2020 #biden2020 #settleforbiden #trumpsquad2020 #trumpsupporters #trumptrain2020 #fyp #expressieyourself,21300,1129,130800,0
he doesn’t really want ppl to know...but we’ll take it!! keep talking to your people! #biden2020 #bidenharris2020 #vote #republicansagainstrump,224000,7697,1200000,1
melania is over it #dumptrump #byedon #bidenharris2020 #fyp #foryoupage #melania,223600,3222,1400000,1
lmao🤣🤣#trending #trump2020 #donaldtrump #trumptrain #votetrump #trumptrain2020 #trumptrainsucks #lovetrumpshate #trump #liberal #lovetrump,21100,333,130300,0
#trumptrain2020 #sothishappened #somepeople #trending #foryou #viral #fyp #foryoupage,21000,27,219400,0
#bidenharris2020 #usa #love #unity #fyp,223300,0,1000000,1
#duet with @cvs300 #trumptrain2020 #trumpsquad2020 #womenfortrump #alllivesmatter #redkingdom #backtheblue,20900,819,220100,0
you didn't hear it from me #trumpsignchallenge  #trump2020 #trumpsquad2020  #govote2020  #bidenharris2020  #voteblue2020  #govote  #voting2020,223200,4472,776800,1
#trumpnation #trumpsquad2020 #trumptrain2020 #maga #trumpnation2020 #bidensucks #bidenharris2020 #fyp,20800,740,160600,0
does trump think listening to science is a bad thing ..?? 😂 #bidenharris2020 #biden2020 #bidencoalition #voteblue #byedon2020 #dumptrump2020 #fyp,222200,2956,678100,1
bruh stay away from me #problemsolved #fyp #foryou #bisexual #lgbt #witchtok #wicca #alt #alttiktok #acab #dumptrump2020 #bidenharris2020,221800,970,718100,1
bennet is super annoying but she does have some good moments... #trump2020 #trumptrain2020 #republicangirl #womenfortrump #conservativegirl,20700,358,76600,0
please let these memories from 2019 age well 😩🤪 #blue #vote #bidenharris2020 #biden2020 #fyp #election2020,219400,1358,1200000,1
check out my new shirt 😁 #trump2020 #trumptrain2020,20600,453,176800,0
highlights of aoc playing among us with experienced gamers and being hilarious. #aoc #vote #alexandriaocasiocortez #amongus #gaming #bidenharris2020,218800,1342,833100,1
lol #imaghost #upthebeat #maga #trump2020 #trumptrain2020 #keepamericagreat #personalfinance #selfimprovement #trumptrain #holidaymusic #easydiy #maga,20500,369,112400,0
merica🇺🇸. #trumpsquad2020 #teamranger #4moreyears #trumptrain2020 #honda500 #fypppppppppppppp #beachridin #dietrump,20300,564,100100,0
#stitch with @monaswain and that’s on periodt!! #armyofawesome #bidenharris2020 #kamalaharris #democracy #election2020,218600,0,844600,1
i’m proud to be an american!! #trump2020 #maga #trump #donaldtrump #trumptrain2020 #allaboardthetrumptrain #trumptrain #maga2020 #proudpatriot #usa,20200,485,104500,0
god bless america! @iamcardib #goodnewsnow #philadelphia #philly #wap #wapchallenge #phillycheck #bidenharris2020,218600,3544,736900,1
#duet with @alexiaalynne #trump2020 #republican #trumptrain2020 #prolife #animalfriends #spooktember #fyp #foryoupage,20200,1115,208900,0
"dream big, it’s the only way to dream! #twingirls #twinmom #president #halloweencostume #bidenharris2020 #trumppence2020 #dreambig",217700,3208,1000000,1
how trump train is getting votes all over the united states #trump2020 #trumptrain2020 #donaldtrump #votetrump #democratssuck #demorats #vote,20100,600,1200000,0
rating political signs in my neighborhood part 2! like for part 3 i have so many good ones coming up 😈 #biden2020 #bidenharris2020 #vote #fyp #fy,216300,676,530900,1
#bidenharris2020 #gonnaknow #novemberslam #fyp #alltheway #haterspray #20kfollowers #checkthisdemout #mochodemocrat #trump2020,216200,70300,1800000,1
let's bring that shit here🤔🤣#trumptrain2020 #donaldtrumpjr #republican,20000,416,117300,0
i’m speaking. @oliviaexplainsitall // @theycallmeshwaz #kamala #bidenharris2020 #mansplaining #vpdebate #pencefly #fly2020 #khive,216100,2223,703200,1
#trump #trump2020 #trumprally #trumpismypresident #maga #makeamericagreatagain #trumptrain #trumptrain2020 #trump2020 #trump2020maga,20000,361,331100,0
😂😂😂 #biden #biden2020 #bidencoalition #trump #bidenharris2020 #voteblue #vote,215300,1605,797200,1
god bless america! 🇺🇸 #maga #trumptrain2020 #rode #2ndadmendment,20000,510,81900,0
joe’s been reading common sense by thomas paine #fyp #foryou #debatenight2020 #joebiden #hamilton #schuylersisters #bidenharris2020 #2020election,214300,4163,1100000,1
reply to @bigmikesd #trump2020 #maga#trumptrain2020,20000,1051,66000,0
telling our parents biden won in korean & mandarin. #biden2020 #bidenharris2020,210200,1628,952500,1
"he hates tik tok, but loves trump!! #fouryourpage #fyp #trump #trumptrain2020 #vote #militaryfamily #dontletthisflop",19800,323,90400,0
where’s the correlation???? #blacklivesmatter #trumploses #stemlife #bidenwontheelection #fanedit #bidenharris2020 #fyp,207700,3684,691000,1
lol i met rly nice people and saw two homies @keller.jw @joey_demeo #cashappinbio #easydiy #happyholidays #trump2020 #trumptrain2020 #maga #trump,19700,1972,146700,0
tell me which one sounds more empathetic for the injustice of breonna taylor ?? #bidenharris2020 #biden2020 #liberal #debate #fdt #blm,207100,1647,817600,1
got to vote for who is right 🥰😜🇺🇸 #trump2020 #trumptrain2020,19700,783,81000,0
democrats hopping on the trump train! #trumptrain2020 #polls #vote2020 #votetrump2020 #actingchallenge #showandtell #timefortenet #trump #biden #fyp,19500,546,127000,0
nothing but pure joy in the streets of portland! #bidenharris2020 #portland #pnw #electionresults #pride #fyp #blm #byedon #vibin #joy #celebration,203100,4612,830200,1
the took my video down! so i’ll post again #trump2020 #election2020 #4moreyears #trumptrain2020 #4moreyears #fairelection #maga #fyp,19500,487,92700,0
i live in redneckville #bidenharris2020,202800,4497,703000,1
#greenscreen #trump2020 #trumptrain2020 #trumpsquad2020,19300,482,83000,0
#phoenix #arizona #biden2020 #biden #election2020 #vote #fucktrump #bidenharris2020 #fyp #parati,202700,3523,716600,1
#biden2020 #fyp #foryou #voteblue #electionday #joebiden #settleforbiden2020 #bidenharris2020,202500,11500,2700000,1
#conservative #trumptrain2020 #womenfortrump #lexit #maga #kenosha #italiansfortrump #trumpsquad2020,19200,0,154000,0
reply to @gauncie1981 this is all it would let me do lol. #trump2020 #fyp #foryou #trumptrain2020,18700,668,168300,0
just a little laughter during this tense time #greenscreen #bidenharris2020 #unwrapthedeals #homeoffice #fucktrump #election #funny #meme #laugh,201000,1421,852800,1
this. this is why i’ve dreamed about living in the us since i was 7 #bidenharris2020 #joebiden #boston #massachusetts,199300,2378,807300,1
i mean🤷🏼‍♂️🤷🏼‍♂️ #trump2020 #trump #trumprally #trumptrain2020 #trumptrain #2020election #viral #fyp #fypage #foryou #viral #bidensucks #famous,18600,499,56200,0
lol this was funny #bagelbopscontest #trumptrain2020 #happyholidays #trump2020 #maga,18600,4588,231700,0
like y’all chill you’re fine ajdhsk #vote #vote2020 #bidenharris2020,199100,1661,759800,1
